Displayed Name,First Name,Last Name,Role,Time,Group,Personal Statement / Summary (optional)
Sea. Kathryn Critchell,Sea. Kathryn,Critchell,Digital,Other,Author,
Seisei Tatebe-Goddu,Seisei,Tatebe-Goddu,Digital,Other,Author,
Selim Can Sazak,Selim Can,Sazak,Digital,Other,Author,
Shlomo Ben-Ami,Shlomo,Ben-Ami,Digital,Other,Author,Shlomo Ben-Ami is the former foreign minister of Israel.
Sidney N. Nakahodo,Sidney N.,Nakahodo,Digital,Other,Author,"Sidney Nakao Nakahodo is a Lecturer at Columbia University where he specializes in Political, Social, and Economic Development in Brazil. In parallel to his academic responsibilities he is currently involved in a number of technology startups, both as co-founder and advisor."
Silvia Villarreal Gonzalez,Silvia Villarreal,Gonzalez,Digital,Other,Author,"Silvia Villarreal is a specialist on Public Program Evaluation and has developed several projects with organizations for international development. Her work includes crime prevention, civil society organizations and community development. She has a Master’s Degree on Public Policy from EGAP Tecnologico de Monterrey."
Sir Alex Halliday,Sir Alex,Halliday,Digital,Other,Author,"Alex N. Halliday is the Director of Columbia Universityâ€™s Earth Institute. He is also a scientist who pioneered developments in mass spectrometry, helping shed light on processes that affect Earthâ€™s surface environment."
Sonia A. Syafitri,Sonia A.,Syafitri,Digital,Other,Author,
Steve A. Yetiv,Steve A.,Yetiv,Digital,Other,Author,
Steven C. Roach,Steven C.,Roach,Digital,Other,Author,"Steven C. Roach is Associate Professor of International Relations at the School of Interdisciplinary Global Studies at the University of South Florida-Tampa. He has written several books and articles on ethics and international relations and is currently Co-editor of the new SUNY book series, “Ethics and the Challenges of Contemporary Warfare” Follow him on Twitter @sroach82"
Steven J. Murphy,Steven J.,Murphy,Digital,Other,Author,Steven J. Murphy is a 2010 graduate of the School of International and Public Affairs (SIPA) at Columbia University.
Stuart Jones Jr.,Stuart Jones,Jr.,Digital,Other,Author,"Stuart Jones, Jr. is the U.S. Treasury Department’s Financial Attaché to the Gulf Cooperation Countries, representing the Department’s equities across six countries. Mr. Jones is based in Abu Dhabi and was previously Treasury’s senior most representative to Afghanistan. He is a member of the Council on Foreign Relations and publishes on topics relevant to international financial integrity. The views in this article are his own."
Stuart N. Brotman,Stuart N.,Brotman,Digital,Other,Author,"Stuart N. Brotman is a Fellow at the Woodrow Wilson International Center for Scholars in Washington, DC. He is based in its Science and Technology Innovation Program, focusing on digital privacy policy issues."
Taro-kun,Taro,kun,Digital,Other,Author,Taro-kun is a pseudonym. He graduated from the University of Hawaii with a B.A. in Asian studies and has a graduate certificate in National Security and Strategic Studies from Hawaii Pacific University. Comments may be emailed to: tarokun12@hotmail.com
Thomas S. Jayne,Thomas S.,Jayne,Digital,Other,Author,Authored for Print issue Vol 67.2 Global Food Security published in 2013-14
Tin Maung Than,Tin Maung,Than,Digital,Other,Author,Authored for Print issue Vol 67.2 Global Food Security published in 2013-14
Toomas Hendrik Ilves,Toomas Hendrik,Ilves,Digital,Other,Author,Toomas Hendrik Ilves was interviewed by the Journal for Print issue Vol 70.1 The Cyber Issue published in 2016-17
Tristan G. Brown,Tristan G.,Brown,Digital,Other,Author,Authored Book Review for Vol 68.2 Migration published in 2014-15
Tun Min Sandar,Tun Min,Sandar,Digital,Other,Author,Authored for Print issue Vol 67.2 Global Food Security published in 2013-14
Unislawa M. Williams,Unislawa M.,Williams,Digital,Other,Author,"Unislawa Williams, Ph.D. is an Assistant Professor of Political Science at Spelman College. Her research interests are in International Relations, International Organization, International Finance, Political Economy, and Political Methodology."
Valentine M. Moghadam,Valentine M.,Moghadam,Digital,Other,Author,Authored for Print issue Vol 68.1 Breaking Point: Protests and Revoluions published in 2014-15
Waheed Ahmad Sheikh,Waheed Ahmad,Sheikh,Digital,Other,Author,
Wittgenstein Centre for Demography and Global Human Capital,Wittgenstein Centre for,Demography and Global Human Capital,Digital,Other,Author,
Ziyu Yvonne Yan,Ziyu Yvonne,Yan,Digital,Other,Author,"Ziyu Yvonne Yan, a senior at the Lawrenceville School, New Jersey, is an experienced writer and an enthusiast on international development. She conducted independent field research on aquafarming in Southeast Asia, and has written about the African community in Guangzhou since 2013. She published in New York Times, Yale’s China Hands magazine, the academic journal of China Fishery, and Huffington Post."
A. Korbonski,A. ,Korbonski,Print,Other,Author,#N/A
A. L. Burns,A. L. ,Burns,Print,Other,Author,Authored for Print issue Vol 14.1 A New Balance of Power?
A.J. Goulding,A.J.,Goulding,Print,Other,Author,Authored for Print Issue Vol 50.2 Privatization published in 1996-97
Aaron T. Wolf,Aaron T.,Wolf,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
Abdelwahab El-Affendi,Abdelwahab,El-Affendi,Print,Other,Author,Authored Interview for Vol 47.1 The Power of the Media in the Global System published in 1993-94
Abigail E. Schade,Abigail E.,Schade,Print,Other,Author,Authored Essay Review for Vol 61.2 Water published in 2007-08
Ahmed S. Hashim,Ahmed S.,Hashim,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International published in 1997-98
Alan N. Miller,Alan N.,Miller,Print,Other,Author,Authored for Print issue Vol 50.2 Privatization published in 1996-97
Alan P. L. Liu,Alan P. L.,Liu,Print,Other,Author,Authored for Print issue Vol 26.2 Micropolitics published in 1972-73
Albert C. Stillson,Albert C.,Stillson,Print,Other,Author,Authored for Print issue Vol 13.1 Science and World Politics published in 1959-60 and Vol 8.2 The Military and U.S. Foreign Policy published in 1954-55
Albert M. Wright,Albert M.,Wright,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
Alex De Ruyter,Alex,De Ruyter,Print,Other,Author,Authored for Print issue Vol 72.1 The Fourth Industrial Revolution published in 2018-19
Alex De Waal,Alex,De Waal,Print,Other,Author,Authored and Cover Design for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Alexander Chen Campbell,Alexander Chen,Campbell,Print,Other,Author,Authored Book Review for Vol 71.2 Ungoverned Spaces published in 2017-18
Alexander J. Motyl,Alexander J.,Motyl,Print,Other,Author,Authored for Print issue Vol 45.2 Rethinking Nationalism and Sovereignty published in 1991-92
Alexander L. Boraine,Alexander L.,Boraine,Print,Other,Author,Authored for Print issue Vol 60.1 Historical Reconciliation published in 2006-07
Alexander M. Karn,Alexander M.,Karn,Print,Other,Author,Authored for Print issue Vol 60.1 Historical Reconciliation published in 2006-07
Alexander S. Bozmoski,Alexander S.,Bozmoski,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Alexander S. P. Pfaff,Alexander S. P.,Pfaff,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
Alfred L. Brophy,Alfred L.,Brophy,Print,Other,Author,Authored for Print issue Vol 60.1 Historical Reconciliation published in 2006-07
Alfred M. Duda,Alfred M.,Duda,Print,Other,Author,Authored for Print issue Vol 59.1 The Politics of the Sea published in 2005-06
Alfred P. Rubin,Alfred P.,Rubin,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
Alfredo Rangel Suárez,Alfredo Rangel,Suárez,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
Ali A. Mazrui,Ali A.,Mazrui,Print,Other,Author,"Authored for Print issue Vol 23.1 Political Conflict published in 1969-70 and Vol 27.1 Political Integration in the Multinational States published in 1973-74
He was interviewed by the Journal for Print issue Vol 46.1 Sub-Saharan Africa published in 1992-93"
Ali L. Karaosmanoğlu,Ali L.,Karaosmanoğlu,Print,Other,Author,Authored for Print issue Vol 54.1 Turkey published in 2000-01
Alisa Newman Hood,Alisa Newman,Hood,Print,Other,Author,Authored Book Review Vol 59.1 The Politics of the Sea published in 2005-06
Allan B. Cole,Allan B.,Cole,Print,Other,Author,Authored for Print issue Vol 17.2 The Asian Triangle published in 1963-64
Alvaro Gomez Del Valle Ruiz,Alvaro Gomez Del Valle,Ruiz,Print,Other,Author,Authored for Print issue Vol 71.1 Democracy published in 2017-18
Amando De Miguel,Amando,De Miguel,Print,Other,Author,Authored for Print issue Vol 19.2 Mediterranean Europe published in 1965-66
Ambassador Jan Eliasson,Ambassador Jan,Eliasson,Print,Other,Author,Ambassador Jan Eliasson was interviewed by the Journal for Print issue Vol 48.2 Transcending National Boundaries published in 1994-95
Ambassador John Shattuck,Ambassador John,Shattuck,Print,Other,Author,"Authored Introduction for Print issue Vol 71.1.5 Contentious Narratives published in 2017-18

John Shattuck is Professor of Practice in Diplomacy at the Fletcher School of Law and Diplomacy, Tufts University; Senior Fellow at the Carr Center for Human Rights Policy, John F. Kennedy School of Government, Harvard University; Chair of the international advisory board, Center on Ethics, Justice, and Public Life, Brandeis University; Fellow at the American Academy of Arts and Sciences; former Assistant Secretary of State for Democracy, Human Rights, and Labor (1993 to 1998); United States Ambassador to the Czech Republic (1998 to 2000); and President and Rector of the Central European University (2009 to 2016)."
Ambassador Swanee Hunt,Ambassador Swanee,Hunt,Print,Other,Author,Authored for Print issue Vol 67.1 The Gender Issue published in 2013-14
Amitava Krishna Dutt,Amitava Krishna,Dutt,Print,Other,Author,Authored for Print issue Vol 51.1 South Asia published in 1997-98
Amos A. Jordan,Amos A.,Jordan,Print,Other,Author,Authored for Print issue Vol 14.1 A New Balance of Power? published in 1960-61 and Vol 14.1 A New Balance of Power? published in 1960-61
Ana-Constantina Kolb,Ana-Constantina,Kolb,Print,Other,Author,"Ana-Constantina Kolb wrote the winning GPPN essay for Vol 66.1 Transnational Organized Crime published in 2012-13

Ana-Constantina Kolb is a German-Honduran graduate student in public policy at the Hertie School of Governance in Berlin. She holds a bachelor’s degree in European Studies from King’s College London. Among other positions, she has interned at the German Institute for International and Security Affairs as well as the UN Office on Drugs and Crime, and specializes in international drug policy."
Anders Berg-Sørensen,Anders,Berg-Sørensen,Print,Other,Author,Authored Book Review for Vol 61.1 Religion & Statecraft published in 2007-08
Andrew C. Hess,Andrew C.,Hess,Print,Other,Author,Authored for Print issue Vol 49.1 Continuity and Transformation published in 1995-96
Andrew M. Scott,Andrew M.,Scott,Print,Other,Author,Authored for Print issue Vol 22.2 Intervention and World Politics published in 1968-69
Ann Elizabeth Mayer,Ann Elizabeth,Mayer,Print,Other,Author,Authored for Print issue Vol 61.1 Religion & Statecraft published in 2007-08
Ann Marie Clark,Ann Marie,Clark,Print,Other,Author,Ann Marie Clark was interviewed by the Journal for Print issue Vol 48.2 Transcending National Boundaries published in 1994-95
Anne-Marie Le Gloannec,Anne-Marie,Le Gloannec,Print,Other,Author,Authored Book Review for Vol 41.2 Europe published in 1987-88
Anthony W. Marx,Anthony W.,Marx,Print,Other,Author,Anthony W. Marx was interviewed by the Journal for Print issue Vol 46.1 Sub-Saharan Africa published in 1992-93
Ariaster B. Chimeli,Ariaster B.,Chimeli,Print,Other,Author,Authored for Print issue Vol 56.1 Face of the State published in 2002-03
Arno G. Huth,Arno G.,Huth,Print,Other,Author,Authored for Print issue Vol 6.1 The Middle East at Mid-Century published in 1952-53
Arnold J. Heidenheimer,Arnold J.,Heidenheimer,Print,Other,Author,Authored for Print issue Vol 18.1 Statesmen and Succession published in 1964-65
Arnold J. Toynbee,Arnold J.,Toynbee,Print,Other,Author,Authored for Print issue Vol 22.1 East-West Détente published in 1968-69
Arthur C. Helton,Arthur C.,Helton,Print,Other,Author,Authored for Print issue Vol 47.2 Refugees and International Population Flows published in 1993-94
Arthur Hays Sulzberger,Arthur Hays,Sulzberger,Print,Other,Author,Authored Introduction Vol 10.2 The Press in World Affairs published in 1956-57
Arthur J. Brown,Arthur J.,Brown,Print,Other,Author,Authored for Print issue Vol 4.2 The Advancement of Underdeveloped Areas published in 1950-51
"Arthur M. Hanhardt, Jr.",Arthur M.,Hanhardt Jr.,Print,Other,Author,Authored for Print issue Vol 27.2 Political Integration of Multi-State Nations published in 1973-74
Asaf Savaş Akat,Asaf Savaş,Akat,Print,Other,Author,Authored for Print issue Vol 54.1 Turkey published in 2000-01
Ashley Neese Bybee,Ashley Neese,Bybee,Print,Other,Author,
Ayesha Myra Amin,Ayesha Myra,Amin,Print,Other,Author,Authored Book Review for Vol 71.1 Democracy published in 2017-18
Aziz Abu-Hamad,Aziz,Abu-Hamad,Print,Other,Author,was interviewed by the Journal for Print issue Vol 49.1 Continuity and Transformation published in 1995-96
B. C. Koh,B. C.,Koh,Print,Other,Author,Authored for Print issue Vol 28.2 Communism and Détente published in 1974-75
B. R. Myers,B. R.,Myers,Print,Other,Author,Authored for Print issue Vol 65.1 Inside the Authoritarian State published in 2011-12
Bárbara Minguez Garcia,Bárbara Minguez,Garcia,Print,Other,Author,Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20
Bard E. O'Neill,Bard E.,O'Neill,Print,Other,Author,Authored for Print issue Vol 32.1 International Terrorism published in 1978-79
Barend A. De Vries,Barend A.,De Vries,Print,Other,Author,Authored for Print issue Vol 38.1 Perspectives on Global Debt published in 1984-85
Barnett R. Rubin,Barnett R.,Rubin,Print,Other,Author,Barnett R. Rubin was interviewed by the Journal for Print issue Vol 46.2 Keeping the Peace published in 1992-93
Benigno E. Aguirre,Benigno E.,Aguirre,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
Benjamin A. Cohen,Benjamin A.,Cohen,Print,Other,Author,Authored for Print issue Vol 9.2 The United Nations After Ten Years published in 1955-56
Benjamin B. Ferencz,Benjamin B.,Ferencz,Print,Other,Author,Benjamin B. Ferencz was interviewed by the Journal for Print issue Vol 60.1 Historical Reconciliation published in 2006-07
Benjamin I. Schwartz,Benjamin I.,Schwartz,Print,Other,Author,Authored for Print issue Vol 21.1 Image and Reality in World Politics published in 1967-68
Benjamin J. Cohen,Benjamin J.,Cohen,Print,Other,Author,Authored for Print issue Vol 62.1 Global Finance published in 2008-09
Bernard B. Fall,Bernard B.,Fall,Print,Other,Author,Authored for Print issue Vol 18.2 The Politics of Partition published in 1964-65
Beth V. Yarbrough,Beth V.,Yarbrough,Print,Other,Author,Authored for Print issue Vol 48.1 Contemporary Issues in World Trade published in 1994-95
Betty Sue Flowers,Betty Sue,Flowers,Print,Other,Author,Authored Book Review for Vol 72.1 The Fourth Industrial Revolution published in 2018-19
Bhabani Sen Gupta,Bhabani Sen,Gupta,Print,Other,Author,Authored for Print issue Vol 29.2 Power in the Third World published in 1975-76
Bhaven N. Sampat,Bhaven N.,Sampat,Print,Other,Author,Authored for Print issue Vol 64.1 Innovating for Development published in 2010-11
Bijan Mossavar-Rahmani,Bijan,Mossavar-Rahmani,Print,Other,Author,Authored for Print issue Vol 34.1 International Relations of Developing Countries published in 1980-81
Bishop Samuel Ruiz,Bishop Samuel,Ruiz,Print,Other,Author,Authored for Print issue Vol 52.1 The Multiple Faces of World Poverty published in 1998-99
Boutros Boutros-Ghali,Boutros,Boutros-Ghali,Print,Other,Author,Boutros Boutros-Ghali was interviewed by the Journal for Print issue Vol 46.2 Keeping the Peace published in 1992-93
Boyd C. Shafer,Boyd C.,Shafer,Print,Other,Author,Authored for Print issue Vol 12.2 A Design for International Relations published in 1958-59
Bradley L. Glasser,Bradley L.,Glasser,Print,Other,Author,Bradley L. Glasser wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 49.1 Continuity and Transformation published in 1995-96
Brenda Sue Thornton,Brenda Sue,Thornton,Print,Other,Author,Authored for Print issue Vol 52.2 Seeking Institutional Justice published in 1998-99
Brian E. Zittel,Brian E.,Zittel,Print,Other,Author,Authored for Print issue Vol 55.2 Toeing the Blue Line published in 2001-02
Brian M. Jenkins,Brian M.,Jenkins,Print,Other,Author,Authored for Print issue Vol 32.1 International Terrorism published in 1978-79
Bruce L. R. Smith,Bruce L. R.,Smith,Print,Other,Author,"Authored for Print issue Vol 22.1 East-West Détente published in 1968-69
Authored Book Review for Vol 23.1 Political Conflict published in 1969-70"
Bruce P. Chadwick,Bruce P.,Chadwick,Print,Other,Author,Bruce P. Chadwick was interviewed by the Journal for Print issue Vol 48.2 Transcending National Boundaries published in 1994-95
Burton G. Malkiel,Burton G.,Malkiel,Print,Other,Author,Burton G. Malkielwas interviewed by the Journal for Print issue Vol 48.1 Contemporary Issues in World Trade published in 1994-95
C. Christine Fair,C. Christine,Fair,Print,Other,Author,Authored for Print issue Vol 63.1 Pakistan & Afghanistan published in 2009-10
C. Fred Bergsten,C. Fred,Bergsten,Print,Other,Author,C. Fred Bergsten was interviewed by the Journal for Print issue Vol 70.2 The End of International Cooperation? published in 2016-17
C. Martin Wilbur,C. Martin,Wilbur,Print,Other,Author,Authored for Print issue Vol 10.1 Southeast Asia in Transition published in 1956-57
C.A. Sinclair,C.A.,Sinclair,Print,Other,Author,Authored for Print issue Vol 33.2 Politics of Labor Migration published in 1979-80
Caitlyn L. Antrim,Caitlyn L.,Antrim,Print,Other,Author,"Authored for Print issue Vol 59.1 The Politics of the Sea published in 2005-06
Caitlyn L. Antrim contributed to Issue Vol 59.1 The Politics of the Sea"
Candice S. Levine,Candice S.,Levine,Print,Other,Author,"Editorial Assistant for Vol 50.2 Privatization and Vol 51.1 South Asia
Candice S. Levine wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 51.2 Technology and International Policy published in 1997-98"
Carl G. Rosberg,Carl G.,Rosberg,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Carlos A. Heredia,Carlos A.,Heredia,Print,Other,Author,Authored for Print issue Vol 48.1 Contemporary Issues in World Trade published in 1994-95
Carlos F. Díaz Alejandro,Carlos F. Diaz,Alejandro,Print,Other,Author,Authored for Print issue Vol 38.1 Perspectives on Global Debt published in 1984-85
Carlos P. Romulo,Carlos P.,Romulo,Print,Other,Author,Authored for Print issue Vol 9.2 The United Nations After Ten Years published in 1955-56
Carol B. Thompson,Carol B.,Thompson,Print,Other,Author,Authored Conference Note Vol 46.1 Sub-Saharan Africa published in 1992-93
Carol R. Saivetz,Carol R.,Saivetz,Print,Other,Author,Authored for Print issue Vol 42.2 Gorbachev's Era of New Thinking published in 1988-89
Carole J.L. Collins,Carole J.L.,Collins,Print,Other,Author,Carole J.L. Collins wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 47.1 The Power of the Media in the Global System published in 1993-94
Carolina G. Hernandez,Carolina G.,Hernandez,Print,Other,Author,Authored for Print issue Vol 38.2 Dilemmas of Democracy published in 1984-85
Carolyn Z. Mutter,Carolyn Z.,Mutter,Print,Other,Author,Authored for Print issue Vol 56.1 Face of the State published in 2002-03
Catherine C. Orenstein,Catherine C.,Orenstein,Print,Other,Author,Catherine C. Orenstein wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 48.2 Transcending National Boundaries published in 1994-95
Chancellor Konrad Adenauer,Chancellor Konrad,Adenauer,Print,Other,Author,Authored for Print issue Vol 12.1 The Western Alliance published in 1958-59
Chandra Kiran B. Krishnamurthy,Chandra Kiran,B. Krishnamurthy,Print,Other,Author,Authored Essay Review for Vol 61.2 Water published in 2007-08
Channing B. Richardson,Channing B.,Richardson,Print,Other,Author,Authored for Print issue Vol 6.1 The Middle East at Mid-Century published in 1952-53
Charles B. Holmes,Charles B.,Holmes,Print,Other,Author,"Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20
Charles B. Holmes, MD, MPH, is Faculty Co-Director of the Center for Global Health Practice and Impact and Visiting Associate Professor at Georgetown University and Associate Professor of Medicine at Johns Hopkins University. He was previously Chief Medical Officer for the U.S. President’s Emergency Plan for AIDS Relief in the U.S. Department of State."
Charles B. Keely,Charles B.,Keely,Print,Other,Author,Authored for Print issue Vol 47.2 Refugees and International Population Flows published in 1993-94
Charles Burton Marshall,Charles Burton,Marshall,Print,Other,Author,"Authored for Print issue Vol 17.1 Diplomacy in Transition published in 1963-64
Authored Book Review for Vol 24.1 Leadership published in 1970-71"
Charles C. Flowerree,Charles C.,Flowerree,Print,Other,Author,Authored for Print issue Vol 37.2 The Politics of International Law published in 1983-84
Charles E. Saltzman,Charles E.,Saltzman,Print,Other,Author,Authored for Print issue Vol 2.1 U.S. Occupation - Germany and Japan published in 1948-49
Charles G. Fenwick,Charles G.,Fenwick,Print,Other,Author,Authored for Print issue Vol 9.1 Problems and Progress in Latin America published in 1955-56
Charles H. Heimsath,Charles H.,Heimsath,Print,Other,Author,Authored for Print issue Vol 6.2 The Korean Experience published in 1952-53
Charles K. Armstrong,Charles K.,Armstrong,Print,Other,Author,Authored for Print issue Vol 54.2 Rogue States published in 2000-01
Charles P. Kindleberger,Charles P.,Kindleberger,Print,Other,Author,Authored for Print issue Vol 23.2 National Politics and Foreign Policy published in 1969-70
Charles V. Hamilton,Charles V.,Hamilton,Print,Other,Author,Authored for Print issue Vol 23.1 Political Conflict published in 1969-70
Charles W. Anderson,Charles W.,Anderson,Print,Other,Author,Authored for Print issue Vol 20.2 Political Development in Latin America published in 1966-67
Chong-Sik Lee,Chong-Sik,Lee,Print,Other,Author,Authored for Print issue Vol 18.2 The Politics of Partition published in 1964-65
Christian Axboe Nielsen,Christian Axboe,Nielsen,Print,Other,Author,Authored for Print issue Vol 54.2 Rogue States published in 2000-01
Christian M. Rogerson,Christian M.,Rogerson,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
Christina M. Schultz,Christina M.,Schultz,Print,Other,Author,Authored for Print issue Vol 47.2 Refugees and International Population Flows published in 1993-94
Christophe-Alexandre Paillard,Christophe-Alexandre,Paillard,Print,Other,Author,Authored for Print issue Vol 63.2 Rethinking Russia published in 2009-10
Christopher M. Clarke,Christopher M.,Clarke,Print,Other,Author,Authored for Print issue Vol 39.2 China in Transition published in 1985-86
Chu-Yuan Cheng,Chu-Yuan,Cheng,Print,Other,Author,Authored for Print issue Vol 32.2 Leadership Succession in the Communist States published in 1978-79
Claudio Cioffi-Revilla,Claudio,Cioffi-Revilla,Print,Other,Author,Authored for Print issue Vol 35.2 Toward a New World Information Order? published in 1981-82
Clive Hamilton,Clive,Hamilton,Print,Other,Author,Authored for Print issue Vol 41.1 The Pacific Basin published in 1987-88
Richard Tanter,Richard,Tanter,Print,Other,Author,Authored for Print issue Vol 41.1 The Pacific Basin published in 1987-88
Col. Robson Rodrigues Da Silva,Col. Robson Rodrigues,Da Silva,Print,Other,Author,Col. Robson Rodrigues Da Silva was interviewed by the Journal for Print issue Vol 66.1 Transnational Organized Crime published in 2012-13
Collins A. Ayoo,Collins A.,Ayoo,Print,Other,Author,Authored for Print issue Vol 61.2 Water published in 2007-08
Constantine C. Menges,Constantine C.,Menges,Print,Other,Author,Authored for Print issue Vol 20.2 Political Development in Latin America published in 1966-67
D. M. Bouloukos,D. M.,Bouloukos,Print,Other,Author,Authored for Print issue Vol 12.2 A Design for International Relations published in 1958-59
Dali L. Yang,Dali L.,Yang,Print,Other,Author,Authored for Print issue Vol 49.2 Contemporary China published in 1995-96
Daniel J. Gerstle,Daniel J.,Gerstle,Print,Other,Author,"Authored Book Review for Vol 58.2 Financing Development published in 2004-05
Daniel J. Gerstle wrote the winning Andrew Wellington Cordier Student Essay Contest essay for Vol 57.2 Land published in 2003-04"
Daniel R. Gross,Daniel R.,Gross,Print,Other,Author,Authored for Print issue Vol 36.1 The Human Rights of Indigenous Peoples published in 1982-83
Daniel S. Cheever,Daniel S.,Cheever,Print,Other,Author,Authored for Print issue Vol 37.2 The Politics of International Law published in 1983-84
Daniel T. Plesch,Daniel T.,Plesch,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International Policy published in 1997-98
Daniel W. Drezner,Daniel W.,Drezner,Print,Other,Author,Authored for Print issue Vol 62.1 Global Finance published in 2008-09
Dankwart A. Rustow,Dankwart A.,Rustow,Print,Other,Author,Authored for Print issue Vol 18.1 Statesmen and Succession published in 1964-65
Darryl C. Thomas,Darryl C.,Thomas,Print,Other,Author,Darryl C. Thomas was interviewed by the Journal for Print issue Vol 46.1 Sub-Saharan Africa published in 1992-93
David A. Berman,David A.,Berman,Print,Other,Author,Authored for Print issue Vol 59.2 The Globalization of Disaster published in 2005-06
David C. McClelland,David C.,McClelland,Print,Other,Author,Authored for Print issue Vol 24.1 Leadership published in 1970-71
David E. Morey,David E.,Morey,Print,Other,Author,Authored Book Review for Vol 43.1 U.S. Alliance Management Toward the Year 2000 published in 1989-90
David E. Nye,David E.,Nye,Print,Other,Author,Authored for Print issue Vol 53.1 Fueling the 21st Century published in 1999-00
David E. Spiro,David E.,Spiro,Print,Other,Author,Authored Book Review for Vol 42.1 The State of the International Political Economy published in 1988-89
David H. Shinn,David H.,Shinn,Print,Other,Author,Authored for Print issue Vol 62.2 Africa in the 21st Century published in 2008-09
David J. Rothkopf,David J.,Rothkopf,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International Policy published in 1997-98
David K. Shipler,David K.,Shipler,Print,Other,Author,Authored Book Review for Vol 42.2 Gorbachev's Era of New Thinking published in 1988-89
David M. Driesen,David M.,Driesen,Print,Other,Author,Authored for Print issue Vol 64.1 Innovating for Development published in 2010-11
David P. Calleo,David P.,Calleo,Print,Other,Author,Authored for Print issue Vol 43.1 U.S. Alliance Management Toward the Year 2000 published in 1989-90
David Wallace-Wells,David,Wallace-Wells,Print,Other,Author,"David Wallace-Wells writes about climate change for New York Magazine. In 2019, he published The Uninhabitable Earth, a book exploring what life will be like after continued global warming."
Dean E. Mann,Dean E.,Mann,Print,Other,Author,Authored for Print issue Vol 44.2 The Politics of the Global Environment published in 1990-91
Debra Lynn Miller,Debra Lynn,Miller,Print,Other,Author,"Authored Book Review for Vol 34.1 International Relations of Developing Countries published in 1980-81
Authored for Print issue Vol 33.1 Technology and the New International Order published in 1979-80"
Delfina Lopez Frejido,Delfina Lopez,Frejido,Print,Other,Author,Authored for Print issue Vol 73.1 Climate Disruption published in 2019-20
Dennis J. Dunn,Dennis J.,Dunn,Print,Other,Author,Authored for Print issue Vol 36.2 Religion and Politics published in 1982-83
Dennison I. Rusinow,Dennison I.,Rusinow,Print,Other,Author,Authored for Print issue Vol 19.2 Mediterranean Europe published in 1965-66
Derrick L. Cogburn,Derrick L.,Cogburn,Print,Other,Author,Authored for Print issue Vol 51.2 Technology and International Policy published in 1997-98
Diane E. Davis,Diane E.,Davis,Print,Other,Author,Authored for Print issue Vol 43.2 Mexico: Tradition and Transition published in 1989-90
Diego Gomez-Pickering,Diego,Gomez-Pickering,Print,Other,Author,Authored Book Review for Vol 58.2 Financing Development published in 2004-05
Dmitri K. Simes,Dmitri K.,Simes,Print,Other,Author,Authored for Print issue Vol 32.2 Leadership Succession in the Communist States published in 1978-79
Donald K. Emmerson,Donald K.,Emmerson,Print,Other,Author,Authored for Print issue Vol 41.1 The Pacific Basin published in 1987-88
Donald S. Rothchild,Donald S.,Rothchild,Print,Other,Author,Authored for Print issue Vol 15.1 Many Africas published in 1961-62
Donald W. Klein,Donald W.,Klein,Print,Other,Author,Authored for Print issue Vol 18.1 Statesmen and Succession published in 1964-65
Donna M. Hughes,Donna M.,Hughes,Print,Other,Author,Authored for Print issue Vol 53.2 Shadow Economies published in 1999-00
Dorothy J. Solinger,Dorothy J.,Solinger,Print,Other,Author,Authored for Print issue Vol 39.2 China in Transition published in 1985-86
Douglas A. Brown,Douglas A.,Brown,Print,Other,Author,Authored for Print issue Vol 27.1 Political Integration in the Multinational States published in 1973-74
Douglas F. Barnes,Douglas F.,Barnes,Print,Other,Author,Authored for Print issue Vol 53.1 Fueling the 21st Century published in 1999-00
Dr. Ayana Elizabeth Johnson,Dr. Ayana Elizabeth,Johnson,Print,Other,Author,
Dr. Robert Bullard,Dr. Robert,Bullard,Print,Other,Author,Dr. Robert Bullard is credited as the â€œFather of Environmental Justiceâ€ for his work in the late 1970s on the siting of toxic facilities and landfills in the American South. He is the author of Dumping in Dixie and is currently a Distinguished Professor of Urban Planning and Environmental Policy at Texas Southern University.
