From,Title,To,Text,Topic,Date (MMDDYYYY),Author 1,Author 2,Author 3,Author 4,Author 5,Tag 1,Region 1,Region 2,Region 3,Region 4
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/after-1989-redefining-democracy,After 1989: Redefining â€œDemocracyâ€,https://jia.site.drupaldisttest.cc.columbia.edu/news/after-1989-redefining-democracy,"Ivan Krastev is a Bulgarian political scientist and a leading scholar on authoritarianism. In a conversation with the Journalâ€™s Rebecca Chao, Mr. Krastev challenged the assumptions that underpin popular theories of authoritarianism and discussed how the very elements that undermined these regimes in 1989, precipitating the collapse of the Soviet Union, contribute to their durability today.",ESSAY,12012011,Ivan Krastev,,,,,Produced for Digital,,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/illusion-stability-china,The Illusion of Stability in China,https://jia.site.drupaldisttest.cc.columbia.edu/news/illusion-stability-china,"On 5 December 1978, Wei Jingsheng, an electrician at the Beijing Zoo, posted an essay to a brick wall on Xidan Street called â€œThe Fifth Modernization,â€ which stated: â€œDemocracy is our only choice. . . . If we want to modernize our economy, sciences, military and other areas, then we must first modernize our people and our society. . . . Without democracy, society will become stagnant and economic growth will face insurmountable obstacles.â€ Weiâ€™s rare, public appeal for democracy struck a chord with the Chinese people, who were exhausted by the failures of communism and the Cultural Revolution. The brick wall on Xidan Street was soon filled with other criticisms of the regime and became known as the â€œDemocracy Wall.â€ However, the â€œBeijing Springâ€ was short lived. Wei was arrested on 29 March 1979 and imprisoned for fourteen-and-a-half years. He was released in September 1993, only to be detained again in February 1994 for engaging in political activities. He was deported to the United States in 1997 when the international community succeeded in pressuring China for his release. Having lived in exile for nearly fifteen years, Wei discussed his views of China with the Journalâ€™s Rebecca Chao.",ESSAY,12012011,Wei Jingsheng,,,,,Produced for Digital,Asia,North Asia,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/road-out-tahrir,The Road Out of Tahrir,https://jia.site.drupaldisttest.cc.columbia.edu/news/road-out-tahrir,"After an eighteen-day revolution that ended Hosni Mubarakâ€™s thirty-year reign, Egypt must direct the unifying energy of the Tahrir Square protests toward democratization. The military council now in charge of the government has vowed to oversee the countryâ€™s transition to more representative civilian rule, but the Egyptian people have expressed dismay at its lack of transparency, its crackdown on protesters and the slow pace of the transition. As the nation awaits its first post-Mubarak parliamentary elections, slated to begin on 28 November this year, it remains unclear how and whether Egypt will effectively cast off the long shadow of its autocratic past.",ESSAY,12012011,Mohamed ElBaradei,,,,,Produced for Digital,Africa,North Africa,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/new-media-entrepreneurs-china-allies-party-state-or-civil-society,New Media Entrepreneurs in China: Allies of the Party-State or Civil Society?,https://jia.site.drupaldisttest.cc.columbia.edu/news/new-media-entrepreneurs-china-allies-party-state-or-civil-society,"Today more than 500 million Chinese Internet users roam social networking websites. Of them, as many as 300 million are part of a rapidly growing microblogosphere. This article examines the predicament of companies providing social networking services inside Chinaâ€™s Great Firewallâ€”specifically, the way in which they handle conflicting demands from the party-state and emerging civil society. In light of the phenomenal growth of microblogging and the Chinese governmentâ€™s tighter control over netizens in the wake of the Arab Spring uprisings in 2011, the issue of social agency comes to the fore. This article asks if the Chinese entrepreneurial classâ€”the so-called â€œred capitalistsâ€â€”could become agents of democratic political change. Are Internet entrepreneurs allies of civil society or the government? Based on their current esprit de corps with the state, it is unlikely that they will directly assist social change in the foreseeable future. Yet willingly or not, by providing civil society with tools to challenge the regime, they are becoming key players in the process of creating a more inclusive and accountable politics in China.",ESSAY,12012011,Johan Lagerkvist,,,,,Produced for Digital,Asia,North Asia,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/survival-adaptation-and-uncertainty-case-cuba,"Survival, Adaptation and Uncertainty: The Case of Cuba",https://jia.site.drupaldisttest.cc.columbia.edu/news/survival-adaptation-and-uncertainty-case-cuba,"The Cuban Revolution recently experienced a major transition of leadership as power shifted hands from Fidel Castro to his younger brother, RaÃºl. Eschewing the role of caretaker, RaÃºl embarked on an ambitious program aiming to streamline a cumbersome and inefficient state while reforming the economy in ways that will increase agricultural production, encourage self-employment and lead to sustainable economic growth. At the same time, RaÃºl Castro refashioned the ruling coalition and proposed major changes to the ruling Communist Party, including term limits, leadership rotation and the separation of party and state functions. This article analyzes the emergence of a new Cuban political elite, explores how power is distributed between its military and party wings and examines the major challenges this coalition must overcome if it is to successfully manage the transition from the Castro era and stabilize Cuban autocracy.",ESSAY,12012011,Eusebio Mujal-LeÃ³n,,,,,Produced for Digital,Americas,Caribbean,North America,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/irans-regime-religion,Iran's Regime of Religion,https://jia.site.drupaldisttest.cc.columbia.edu/news/irans-regime-religion,"Since the Iranian Revolution in 1979, the Islamic Republic has modernized and bureaucratized the clerical establishment, redefined religion and created institutions to enforce this new definition. The effect has been a transformation of religion into a symbolic form of capital. By monopolizing religious affairs, the political system has become a regime of religion in which the state plays the role of central banker for symbolic religious capital. Consequently, the expansion and monopolization of the religious market have helped the Islamic Republic increase the ranks of its supporters and beneficiaries significantly, even among critics of the government. This article demonstrates how the accumulation of religious capital in the hands of the government mutually influences the nature of the state and the clerical establishment and will continue to do so in Iranâ€™s uncertain future.",ESSAY,12012011,Mehdi Khalaji,,,,,Produced for Digital,Middle East,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/north-koreas-state-loyalty-advantage,North Korea's State-Loyalty Advantage,https://jia.site.drupaldisttest.cc.columbia.edu/news/north-koreas-state-loyalty-advantage,"Although North Koreaâ€™s northern border remains easy to cross, and North Koreans are now well aware of the prosperity enjoyed south of the demilitarized zone, Kim Jong Il continues to rule over a stable and supportive population. Kim enjoys mass support due to his perceived success in strengthening the race and humiliating its enemies. Thanks in part to decades of skillful propaganda, North Koreans generally equate the race with their state, so that ethno-nationalism and state-loyalty are mutually enforcing. In this respect North Korea enjoys an important advantage over its rival, for in the Republic of Korea ethno-nationalism militates against support for a state that is perceived as having betrayed the race. South Koreansâ€™ â€œgood race, bad stateâ€ attitude is reflected in widespread sympathy for the people of the North and in ambivalent feelings toward the United States and Japan, which are regarded as friends of the republic but enemies of the race. But North Korea cannot survive forever on the public perception of state legitimacy alone. The more it loses its economic distinctiveness vis-Ã -vis the rival state, the more the Kim regime must compensate with triumphs on the military and nuclear fronts. Another act of aggression against the Republic of Korea may well take place in the months ahead, not only to divert North Korean public attention from the failures of the consumer-oriented â€œStrong and Prosperous Countryâ€ campaign, but also to strengthen the appeasement-minded South Korean opposition in the run-up to the presidential election in 2012.",ESSAY,12012011,B. R. Myers,,,,,Produced for Digital,North Asia,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/more-state-nation-lukashenkos-belarus,More State than Nation: Lukashenko's Belarus,https://jia.site.drupaldisttest.cc.columbia.edu/news/more-state-nation-lukashenkos-belarus,"Belarus, a post-Soviet country ruled by Alexander Lukashenko since 1994, is a case of a contemporary regime that reverted to authoritarianism after a brief stint as an independent democracy. While some of the characteristics of the Belarusian system are typical of other nondemocratic regimes around the world and in the post-communist region in particular, others are distinct and set Belarus apart. This article emphasizes the role that social cohesion and national-identity formation play in perpetuating the current system. We apply the lens of public opinion to our analysis and focus on characteristics of the Belarusian regime that explain its vitality. Our analysis sheds light on the role played by such factors as national identity and social cohesion in the persistence and durability of authoritarian regimes.",ESSAY,12012011,Dzmitry Yuran,Natalie Manayeva,Natalie Manayeva,Dzmitry Yuran,Oleg Manaev,Produced for Digital,Europe,Eastern Europe,Africa,West Africa
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/myanmars-fifty-year-authoritarian-trap,Myanmar's Fifty-Year Authoritarian Trap,https://jia.site.drupaldisttest.cc.columbia.edu/news/myanmars-fifty-year-authoritarian-trap,"Myanmar has been under military rule in various guises for nearly fifty years. The most durable and unyielding of the authoritarian regimes in Southeast Asia, Myanmarâ€™s military rulers have expertly exploited circumstances and methods that prolong their rule, even as they have failed to deliver genuine economic growth and development. Their methods include ruthlessly suppressing dissent, inciting ethnic divisions and fears of external threats and making implicit bargains with neighboring states and domestic elites over the spoils available to a rentier state. Myanmarâ€™s emergence in recent years as a significant regional supplier of natural gas has dramatically increased the countryâ€™s distributable economic rents, thus exacerbating the countryâ€™s political stasis. This article examines the ways in which Myanmarâ€™s military regime has maintained its rule through the exploitation of these methods, but with a particular focus on the impacts of the countryâ€™s exploitable energy and resource wealth and its implications for Myanmarâ€™s economic development and political transition.",ESSAY,12012011,Sean Turnell,,,,,Produced for Digital,Asia,South East Asia,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/sovereign-wealth-funds-nondemocratic-countries-financing-entrenchment-or-change,Sovereign Wealth Funds in Nondemocratic Countries: Financing Entrenchment or Change?,https://jia.site.drupaldisttest.cc.columbia.edu/news/sovereign-wealth-funds-nondemocratic-countries-financing-entrenchment-or-change,"The rising prominence of sovereign wealth fundsâ€”investment funds that are owned or controlled by national governmentsâ€”has stirred debate about their potential use as tools to pursue global political interests rather than economic or financial ends. Recent sanctions levied on the Libyan Investment Authority, formerly operated by the government of Muammar al-Qaddafi, underscore this question. This article argues that the governance, accountability and transparency arrangements of sovereign wealth funds reflect the quality of political institutions within the countries that own them. In contrast to funds based in democratic states, those managed by authoritarian governments are distinguished by a lack of public oversight and are instead tightly controlled by the prevailing political leadership. The link between political leadership and fund management in many authoritarian countries allows governments more flexibility in using financial assets to pursue immediate political agendas.",ESSAY,12012011,Sven Behrendt,,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/zimbabwes-militarized-electoral-authoritarianism,"Zimbabwe's Militarized, Electoral Authoritarianism",https://jia.site.drupaldisttest.cc.columbia.edu/news/zimbabwes-militarized-electoral-authoritarianism,"Authoritarianism in Zimbabwe survives because a coalition of political and military elites stands ready and willing to employ violence to execute the Machiavellian vision of President Robert Mugabe and perpetuate his control of the state. Several variables reinforce the durability of this regimeâ€”chief among them the mass out-migration and the large inflow of remittances that has decimated the middle class and dampened the political voice of those who remain in the country. Beginning in 2000, Zimbabweâ€™s authoritarianism became militarized with the overt intrusion of the security sector into the political arena, a process that reached its peak before the June 2008 presidential runoff election. The electoral dimension of its authoritarianism stems from the fact that the regime unfailingly holds elections in search of popular legitimacy but then manipulates them for its own ends. This article dissects Zimbabweâ€™s militarized form of electoral authoritarianism with specific reference to the 2008 reign of terror. It concludes that the factor that best explains the regime is the symbiosis between the party and the security sector, with Mugabe providing the glue that binds them together in pursuit of regime survival.",ESSAY,12012011,Eldred V. Masunungure,,,,,Produced for Digital,Africa,East Africa,North Africa,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/perpetuating-communist-party-rule-china,Perpetuating Communist Party Rule in China,https://jia.site.drupaldisttest.cc.columbia.edu/news/perpetuating-communist-party-rule-china,"On the heels of democratic uprisings in the Middle East and North Africa (MENA), recent â€œmass incidentsâ€ (qunti shijian) in China have spurred renewed debate about the level of social dissatisfaction and the stability of authoritarian governance in the Peopleâ€™s Republic of China. Yet, unlike in Tunisia, Egypt and other countries in the MENA facing widespread rebellion against their ruling regimes, protests in China have not been directed at central political leaders or the political system as a whole. By examining the similarities and differences between Chinese and Middle Eastern authoritarianism, this article seeks to uncover which factors underpin continued public acceptance of the Chinese Communist Party and which onesâ€”if left uncheckedâ€”bode ill for the regime.",ESSAY,12012011,Teresa Wright,,,,,Produced for Digital,Asia,North Asia,Middle East,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/state-power-and-staying-power-infrastructural-mechanisms-and-authoritarian-durability,State Power and Staying Power: Infrastructural Mechanisms and Authoritarian Durability,https://jia.site.drupaldisttest.cc.columbia.edu/news/state-power-and-staying-power-infrastructural-mechanisms-and-authoritarian-durability,"The contemporary literature on authoritarian durability focuses more on democratic-looking institutions such as parties, elections and parliaments than the institution in which authoritarian regimes are most importantly embedded: the state itself. This article argues that state power is the most powerful weapon in the authoritarian arsenal. After clarifying the regime-state distinction and explaining why regime durability involves more than just duration, we discuss four â€œinfrastructural mechanismsâ€ through which authoritarian regimes stabilize and sustain their rule: (1) coercing rivals, (2) extracting revenues, (3) registering citizens and (4) cultivating dependence. Since state apparatuses are the institutions best geared for performing these tasks, their effectiveness underpins authoritarian durability in a way that no other institution can duplicate. And since state power is shaped by long-term historical forces, future studies should adopt the kind of historical perspective more often seen in leading studies of postcolonial economic development than of authoritarian durability.",ESSAY,12012011,Dan Slater,Sofia Fenner,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/state-institutions-and-survival-dictatorships,State Institutions and the Survival of Dictatorships,https://jia.site.drupaldisttest.cc.columbia.edu/news/state-institutions-and-survival-dictatorships,"Nominally democratic institutions such as political parties and legislatures are common in dictatorships, which rely on them to maintain control of the state. Parties and legislatures provide a means through which dictatorships co-opt potential opponents, distribute rents to supporters and mitigate elite conflicts. Indeed, regimes with these institutions have longer tenures than those without them. Using evidence from postwar dictatorships, this study demonstrates that parties and legislatures also enhance the ability of authoritarian regimes to withstand leadership transitions. Transfers of power are inherently destabilizing. Yet we find that dictatorships with parties and legislatures are far less likely to be associated with instability because these institutions insulate regimes from the disruptive effects of unconstitutional leadership transfers.",ESSAY,11292011,Natasha M. Ezrow,Erica Frantz,,,,Produced for Digital,Global Commons,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/us-interest-sino-indian-cooperation,U.S. Interest in Sino-Indian Cooperation,https://jia.site.drupaldisttest.cc.columbia.edu/news/us-interest-sino-indian-cooperation,"For better or worse, India and China are major players in the changing balance of power, though their exact role is still to be determined. In an interview with Rikha Sharma Rani for the Journal of International Affairs, Strobe Talbott, president of the Brookings Institution and former U.S. deputy secretary of state, reflects on the future of international relations, the position of India and China therein, and the view from the United States.",ESSAY,11292011,Strobe Talbott,,,,,Produced for Digital,North America,Asia,North Asia,South Asia
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/mediating-middle-ground-asean-china-and-india,"Mediating from Middle Ground: ASEAN, China and India",https://jia.site.drupaldisttest.cc.columbia.edu/news/mediating-middle-ground-asean-china-and-india,"The rise of China and India has reshaped Asiaâ€™s regional dynamics, as well as its position in the world. The Association of Southeast Asian Nations (ASEAN), the regionâ€™s most prominent multilateral organization, is made up of much smaller states that are vulnerable to the ups and downs of their more influential neighbors, China and India. Surin Pitsuwan, the secretary general of ASEAN, explains the economic, security and diplomatic dynamics of the organizationâ€™s interactions with China and India to the Journalâ€™s JosÃ© Vericat.",ESSAY,11292011,Surin Pitsuwan,,,,,Produced for Digital,Asia,South East Asia,North Asia,South Asia
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/not-so-surprising-rise-india-and-china,The Not-So-Surprising Rise of India and China,https://jia.site.drupaldisttest.cc.columbia.edu/news/not-so-surprising-rise-india-and-china,"In an interview with JosÃ© Vericat of the Journal of International Affairs, Kishore Mahbubani, dean and professor in the practice of public policy at the Lee Kuan Yew School of Public Policy at the National University of Singapore, situates Sino-Indian relations in historical context, explains the U.S.-China-India balancing act and assures us that the rise of two somewhat acrimonious giants is not all bad news.",ESSAY,11292011,Kishore Mahbubani,,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/beyond-rhetoric-sino-indian-relations-era-interdependence-asian-knowledge-based-economics-complex-an,Beyond Rhetoric: Sino-Indian Relations in an Era of Interdependence | Asian Knowledge-Based Economics: Complex and Convoluted,https://jia.site.drupaldisttest.cc.columbia.edu/news/beyond-rhetoric-sino-indian-relations-era-interdependence-asian-knowledge-based,,ESSAY,4192011,Aditi Malik,Maria Y. Wang,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/india-china-brothers-brothers,"India, China: Brothers, Brothers",https://jia.site.drupaldisttest.cc.columbia.edu/news/india-china-brothers-brothers,"China and India have had an often turbulent relationship. At the state level, strategic and diplomatic relations between the two are fraught with complications, tensions and misgivings that many observers believe are destined to continue for the foreseeable future. The purpose of this paper is to detail the various opportunities for cooperation that stem from the common challenges that China and India face as they continue to develop into major global powers. We argue that the key to successful cooperation will not occur at the intergovernmental level; rather, it will be based upon the building of social and cultural bridges between the Chinese and Indian people.",ESSAY,4192011,Shirish Jain,Yan Shufen,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/blind-men-and-elephant-how-indian-and-chinese-press-cover-myanmar,Blind Men and an Elephant: How the Indian and Chinese Press Cover Myanmar,https://jia.site.drupaldisttest.cc.columbia.edu/news/blind-men-and-elephant-how-indian-and-chinese-press-cover-myanmar,"The objective of this paper is to examine how patterns of Indian and Chinese reporting on Myanmar reflect the political climates of each country. A sample of 94 articles from Indian sources and 106 articles from Xinhua News Agency (English) was examined using content-analysis techniques. There is a clear divergence in the topics covered by the Indian and Chinese media during the time period reviewed, 3 November to 17 November 2010, which was selected to coincide with Myanmarâ€™s first nationwide elections in twenty years as well as the release of political prisoner Aung San Suu Kyi from house arrest. The Indian press provided more coverage of Suu Kyiâ€™s release and of Myanmar political affairs than the Chinese press, but neither India nor China covered Suu Kyiâ€™s activities in the days following her release. The Chinese press provided more coverage of economic affairs and the Myawaddy border crisis, which the Indian press ignored. Surprisingly, the press in nondemocratic China attentively chronicled and promoted Myanmarâ€™s elections while the press in democratic India had very little to say about them. This suggests that on these issues, the press focus on what they perceive to be in the national interest of their respective countries.",ESSAY,4192011,Paul Fraioli,,,,,Produced for Digital,Asia,North Asia,South Asia,South East Asia
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/reflections-china,Reflections from China,https://jia.site.drupaldisttest.cc.columbia.edu/news/reflections-china,,ESSAY,4192011,Cheng Ruisheng,,,,,Produced for Digital,Asia,North Asia,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/india-global-economic-power-revisting-past-and-contemplating-future,India: A Global Economic Power? Revisting the Past and Contemplating the Future,https://jia.site.drupaldisttest.cc.columbia.edu/news/india-global-economic-power-revisting-past-and-contemplating-future,"Seventeen years after publishing â€œIndia: A New Tiger on the Block?â€ in the Spring/ Summer 1994 issue of the Journal of International Affairs, Arvind Panagariya revisits his analysis of Indiaâ€™s 1991 economic reforms and looks ahead to Indiaâ€™s economic prospects in a changing world order.",ESSAY,4192011,Arvind Panagariya,,,,,Produced for Digital,Asia,South Asia,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/divergence-similarity-and-symmtery-sino-indian-threat-perceptions,"Divergence, Similarity and Symmtery in Sino-Indian Threat Perceptions",https://jia.site.drupaldisttest.cc.columbia.edu/news/divergence-similarity-and-symmtery-sino-indian-threat-perceptions,"China and India remain locked in a stagnant embrace when it comes to the most intractable of security dilemmas: the Sino-Indian border issue. A closer look at Chinese and Indian strategic, scientific and academic expertsâ€™ security perceptions vis-Ã -vis one another reveals that there is much more to the Sino-Indian security dynamic than meets the eye. Chinese and Indian strategic analysts hold divergent interests when evaluating each otherâ€™s military modernization, the former preoccupied with Indiaâ€™s naval development and the latter with Chinaâ€™s army. Technical analysts in each country share a similar level of interest in the otherâ€™s aviation and aerospace programs. Scholars exhibit a strong, if not symmetrical, level of focus on the other countryâ€™s nuclear strategy and status. Using this tripartite discourse as a baseline, this essay provides both a quantitative and qualitative analysis of each groupâ€™s perceptions to better understand Sino-Indian security relations and to propose measures within each arena to enhance mutual understanding. It shows that the Sino-Indian security dilemma cannot be simply viewed through the prism of the border anymore.",ESSAY,4192011,Lora Saalman,,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/paradigm-shift-india-china-relations-bilateralism-multilateralism,Paradigm Shift in India-China Relations: From Bilateralism to Multilateralism,https://jia.site.drupaldisttest.cc.columbia.edu/news/paradigm-shift-india-china-relations-bilateralism-multilateralism,"â€œThe world has enough for both of usâ€ has come to be a regular refrain of Chinese and Indian leaders. Even academic commentaries sometimes use this argument to explain why Asiaâ€™s two fastest growing economies and increasingly dynamic billion-plus-strong societies will not clash as they pursue peaceful development. Their relationship continues to be examined in simplistic dichotomies of competition or cooperation, rivals or partners, friends or foes, etc., ignoring the complex nature of their evolution and interactions. This paper argues that their continued rapid economic growth and resultant ever-expanding engagement with the external world is not completely innocent, and that their growth has begun to influence their bilateral relations. Prima facie, multilateral forums provide China and India with a relatively neutral playground in which the two countries have gradually begun to decipher their stronger commonality of interests in addressing their regional/global challenges within multilateral settings. This expanding mutual trust and understanding at the multilateral level is expected to have a positive impact on the nature of their historically complicated bilateral equations. No doubt, their difficult bilateral engagement also impacts their interactions at the multilateral level and their mutual trust deficit circumscribes their joint strategies in multilateral forums. Yet, on balance, contemporary Sino-Indian relations seem to mark a clear shift in the center of gravity from a bilateral to a multilateral matrix. This shift is now discernible enough to stand scrutiny and also to guide the future direction of Sino-Indian equations.",ESSAY,4192011,Swaran Singh,,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/cities-new-engine-sino-indian-cooperation,Cities as the New Engine for Sino-Indian Cooperation,https://jia.site.drupaldisttest.cc.columbia.edu/news/cities-new-engine-sino-indian-cooperation,"Despite close geographical proximity and centuries-old ties, the relationship between China and India has been filled with obstacles and stumbling blocks. The majority of academic research and media reports tend to examine relations at the national level, yet cities have become increasingly important due to urbanization and globalization. This paper argues that, through the city platform, India and China can turn potential cooperation into reality. The differences between Chinese and Indian cities beget complementarity that provides great potential for cooperation. Local governments in both China and India have high levels of administrative power in decisionmaking. Cooperation between cities can avoid many obstacles that prevail in national-level cooperation. Local governments will not only be motivated to cooperate, but also can accomplish a great deal in promoting cooperation between the two countries. The conditions for city cooperation are improving. Cities can and should become a key path and a new engine for Sino-Indian cooperation.",ESSAY,4192011,Pengfei Ni,,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/technology-trade-india-china-relations-divergent-dynamics-and-implications,Technology Trade in India-China Relations: Divergent Dynamics and Implications,https://jia.site.drupaldisttest.cc.columbia.edu/news/technology-trade-india-china-relations-divergent-dynamics-and-implications,"The recent and growing technology trade among India, China and the rest of the world is punctuated with distinctive trajectories and dynamics. Propelled by the simultaneous phenomena of impressive economic growth and increasing technological capabilities, the two countries under review have made a paradigmatic shift from being predominantly technology-importing countries in the 1980s to technology-exporting countries at the beginning of the 21st century. The consequent outcome of this process is the changing composition of technology exports wherein the share of technology-intensive products is increasing in their overall export baskets, which is a clear indication of the two countriesâ€™ growing technological prowess. A key element in this growth is that the technology component in the overall bilateral trade between India and China is increasing both in volume and diversification. A considerable part of Chinaâ€™s exports to India constitute technology-intensive products, but primary goods dominate Indian exports to China, revealing Chinaâ€™s edge over India. This is likely to change as India strengthens its comparative advantage in software and begins to catch up with China in sectors such as manufacturing. These developments have several implications not only for their economies, but also for those in both developed and developing countries.",ESSAY,4192011,Varaprasad S. Dolla,,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/myth-economic-complementarity-sino-indian-relations,The Myth of Economic Complementarity in Sino-Indian Relations,https://jia.site.drupaldisttest.cc.columbia.edu/news/myth-economic-complementarity-sino-indian-relations,"It is now a part of conventional wisdom that both China and India are emerging economic, political and even military powers in the 21st century. Terms such as â€œBRICâ€ and â€œChindia,â€ and phrases such as â€œnot China or India, but China and Indiaâ€ have entered popular discourse and policy discussions. Such terms imply a synergistic relationship between China and Indiaâ€”an implication that belies the tension that has characterized Sino-Indian relations for centuries. My view is less sanguine than many othersâ€™ about the prospects of their relations. Relations between the two countries will be fraught with difficulties and will likely remain fragile. Conflict and competitiveness are deeply rooted in historical and structural causes, while forces for harmony are more contingent on political will, cultural understanding and careful policy management. There are several areas in which their relations can go wrong. At a fundamental level, the two countries are in an economically competitive, not a complementary, relationship with each other. Their economic and social endowments are similar (as compared with China/U.S. or India/U.S.). India and China offer very different lessons about economic policies and growth. This is not to suggest that the two countries are headed toward an inevitable collision, but to identify the urgency of carefully managing their relations and nurturing trust and goodwill on both sides.",ESSAY,4192011,Yasheng Huang,,,,,Produced for Digital,Asia,North Asia,South Asia,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/chinese-and-indian-engagement-africa-competitive-or-mutually-reinforcing-strategies,Chinese and Indian Engagement in Africa: Competitive or Mutually Reinforcing Strategies?,https://jia.site.drupaldisttest.cc.columbia.edu/news/chinese-and-indian-engagement-africa-competitive-or-mutually-reinforcing-strategies,"This article explores the strategies used by China and India, two emerging global economies, to build a strong relationship with Africa. It analyzes China and Indiaâ€™s competing interests and strategies around four broad issues: access to Africaâ€™s potentially vast markets, development cooperation, diplomatic influence and energy security. Several questions are raised based on the nature, similarities, differences and impacts of Chinese and Indian strategies. Will these create a new dynamism in South-South relations, or lead to a new form of asymmetrical relations between Africa and its Asian giant friends? What are the likely implications of closer Sino- and Indo-African ties for the continentâ€™s relations with the West, Africaâ€™s traditional trading partner, with which it has long-established relations, economic and strategic interests? In seeking explanations or answers, we caution that the differences between Chinese and Indian strategies of engagement are more of form than intent, underscoring the primacy of the competing national interests that do not completely foreclose mutually reinforcing strategies. We note that Indiaâ€™s strategies presently swing between playing â€œcatch upâ€ with Chinaâ€”which has clearly made greater inroadsâ€”and pragmatically accommodating Chinese and other interests in Africa. There are even instances, as in the case of the Sudanese oil industry, in which Chinese and Indian oil companies are cooperating as partners in an oil producing consortium, despite competing in other African countries. While the emerging scenario is one of competition that is moderated to some extent by accommodation, we conclude, based on certain conditions, that in the medium to long term, India may turn out to be more competitive than China in its engagement strategies with Africa.",ESSAY,4192011,Fantu Cheru,Cyril Obi,,,,Produced for Digital,Asia,North Asia,South Asia,East Africa
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/editors-foreword-0,Editor's Foreword,,,ESSAY,4192011,The Editors,,,,,Produced for Digital,,,,
https://web.archive.org/web/20160627211303/https://jia.sipa.columbia.edu/china-and-india-more-cooperation-competition-energy-and-climate-change,China and India: More Cooperation than competition in Energy and Climate Change,https://jia.site.drupaldisttest.cc.columbia.edu/news/china-and-india-more-cooperation-competition-energy-and-climate-change,"Energy and climate change are two important areas in which there is much more cooperation than competition between China and India. After a few years of trying to outbid each other for oil and gas exploration and production licenses, both have found it more productive to bid jointly for many such contracts. Even though neither China nor India has agreed to limits on their emissions of greenhouse gases, both are committed to reducing the carbon intensity of their development, by 40 to 45 percent from 2005 levels by 2020 for China, and 20 to 25 percent over the same time period for India. To achieve these goals, the two countries have launched major programs to install power plants using renewable energy sources and nuclear energy, and to increase the efficiency of energy use. It is unlikely that either China or India will agree to absolute reductions in greenhouse gas emissions from their present levels soon, but they may be willing to cap them at future levels that still permit their future per capita income to become comparable to that of countries in Western Europe. At the recently concluded United Nations Climate Change Conference in Cancun, China was strongly supportive of a continuation of the Kyoto Protocol for a second commitment period, but India indicated that it may be willing to explore other approaches suggested by the United States, the EU and small island nations. Though their paths to addressing climate change may begin to differ, it is highly likely that China and India will continue to share the same strategic goal of achieving parity with the West in terms of standard of living of their populations, even if it means higher emissions for another decade or two.",ESSAY,4192011,Tofiq Siddiqi,,,,,Produced for Digital,Asia,North Asia,South Asia,
